22,Brazil,5,2,3,10,2004
23,Poland,3,2,5,10,2004
24,Czech Republic,1,3,5,9,2004
25,Thailand,3,1,4,8,2004
26,Denmark,2,1,5,8,2004
27,Kazakhstan,1,4,3,8,2004
28,Sweden,4,2,1,7,2004
29,Austria,2,4,1,7,2004
30,Ethiopia,2,3,2,7,2004
31,Kenya,1,4,2,7,2004
32,Norway,5,0,1,6,2004
33,Slovakia,2,2,2,6,2004
34,Iran,2,2,2,6,2004
35,Argentina,2,0,4,6,2004
36,South Africa,1,3,2,6,2004
37,New Zealand,3,2,0,5,2004
38,Chinese Taipei,2,2,1,5,2004
39,Jamaica,2,1,2,5,2004
40,Uzbekistan,2,1,2,5,2004
41,Croatia,1,2,2,5,2004
42,Switzerland,1,1,3,5,2004
43,Egypt,1,1,3,5,2004
44,Azerbaijan,1,0,4,5,2004
45,North Korea,0,4,1,5,2004
46,Georgia,2,2,0,4,2004
47,Indonesia,1,1,2,4,2004
48,Latvia,0,4,0,4,2004
49,Mexico,0,3,1,4,2004
50,Slovenia,0,1,3,4,2004
51,Morocco,2,1,0,3,2004
52,Chile,2,0,1,3,2004
53,Lithuania,1,2,0,3,2004
54,Zimbabwe,1,1,1,3,2004
55,Belgium,1,0,2,3,2004
56,Portugal,0,2,1,3,2004
57,Estonia,0,1,2,3,2004
58,Bahamas,1,0,1,2,2004
59,Israel,1,0,1,2,2004
60,Serbia and Montenegro,0,2,0,2,2004
61,Finland,0,2,0,2,2004
62,Colombia,0,0,2,2,2004
63,Nigeria,0,0,2,2,2004
64,Venezuela,0,0,2,2,2004
65,Dominican Republic,1,0,0,1,2004
66,Cameroon,1,0,0,1,2004
67,United Arab Emirates,1,0,0,1,2004
68,Paraguay,0,1,0,1,2004
69,Hong Kong,0,1,0,1,2004
70,India,0,1,0,1,2004
71,Eritrea,0,0,1,1,2004
72,Trinidad and Tobago,0,0,1,1,2004
73,Mongolia,0,0,1,1,2004
74,Syria,0,0,1,1,2004
1,United States,37,24,32,93,2000
2,Russia,32,28,29,89,2000
3,China,28,16,14,58,2000
4,Australia,16,25,17,58,2000
5,Germany,13,17,26,56,2000
6,France,13,14,11,38,2000
7,Italy,13,8,13,34,2000
8,Cuba,11,11,7,29,2000
9,Great Britain,11,10,7,28,2000
10,South Korea,8,10,10,28,2000
11,Romania,11,6,9,26,2000
12,Netherlands,12,9,4,25,2000
13,Ukraine,3,10,10,23,2000
14,Japan,5,8,5,18,2000
15,Hungary,8,6,3,17,2000
16,Belarus,3,3,11,17,2000
17,Poland,6,5,3,14,2000
18,Canada,3,3,8,14,2000
19,Bulgaria,5,6,2,13,2000
20,Greece,4,6,3,13,2000
21,Sweden,4,5,3,12,2000
22,Brazil,0,6,6,12,2000
23,Spain,3,3,5,11,2000
24,Norway,4,3,3,10,2000
25,Switzerland,1,6,2,9,2000
26,Jamaica,0,6,3,9,2000
27,Ethiopia,4,1,3,8,2000
28,Czech Republic,2,3,3,8,2000
29,Kazakhstan,3,4,0,7,2000
30,Kenya,2,3,2,7,2000
31,Denmark,2,3,1,6,2000
32,Indonesia,1,3,2,6,2000
33,Mexico,1,2,3,6,2000
34,Georgia,0,0,6,6,2000
35,Turkey,3,0,2,5,2000
36,Lithuania,2,0,3,5,2000
37,Slovakia,1,3,1,5,2000
38,Algeria,1,1,3,5,2000
39,South Africa,0,2,3,5,2000
40,Belgium,0,2,3,5,2000
41,Chinese Taipei,0,1,4,5,2000
42,Morocco,0,1,4,5,2000
43,Iran,3,0,1,4,2000
44,Finland,2,1,1,4,2000
45,Uzbekistan,1,1,2,4,2000
46,New Zealand,1,0,3,4,2000
47,Argentina,0,2,2,4,2000
48,North Korea,0,1,3,4,2000
49,Austria,2,1,0,3,2000
50,Bahamas,2,0,1,3,2000
51,Azerbaijan,2,0,1,3,2000
52,Nigeria,1,2,0,3,2000
53,Serbia and Montenegro,1,1,1,3,2000
54,Latvia,1,1,1,3,2000
55,Estonia,1,0,2,3,2000
56,Thailand,1,0,2,3,2000
57,Slovenia,2,0,0,2,2000
58,Croatia,1,0,1,2,2000
59,Trinidad and Tobago,0,1,1,2,2000
60,Saudi Arabia,0,1,1,2,2000
61,Moldova,0,1,1,2,2000
62,Costa Rica,0,0,2,2,2000
63,Portugal,0,0,2,2,2000
64,Colombia,1,0,0,1,2000
65,Cameroon,1,0,0,1,2000
66,Mozambique,1,0,0,1,2000
67,Vietnam,0,1,0,1,2000
68,Uruguay,0,1,0,1,2000
69,Sri Lanka,0,1,0,1,2000
70,Ireland,0,1,0,1,2000
71,Armenia,0,0,1,1,2000
72,Qatar,0,0,1,1,2000
73,India,0,0,1,1,2000
74,Chile,0,0,1,1,2000
75,Barbados,0,0,1,1,2000
76,Iceland,0,0,1,1,2000
77,Kuwait,0,0,1,1,2000
78,Israel,0,0,1,1,2000
79,Macedonia,0,0,1,1,2000
80,Kyrgyzstan,0,0,1,1,2000
1,United States,44,32,25,101,1996
2,Germany,20,18,27,65,1996
3,Russia,26,21,16,63,1996
4,China,16,22,12,50,1996
5,Australia,9,9,23,41,1996
6,France,15,7,15,37,1996
7,Italy,13,10,12,35,1996
8,South Korea,7,15,5,27,1996
9,Cuba,9,8,8,25,1996
10,Ukraine,9,2,12,23,1996
11,Canada,3,11,8,22,1996
12,Hungary,7,4,10,21,1996
13,Romania,4,7,9,20,1996
14,Netherlands,4,5,10,19,1996
15,Poland,7,5,5,17,1996
16,Spain,5,6,6,17,1996
17,Bulgaria,3,7,5,15,1996
18,Brazil,3,3,9,15,1996
19,Great Britain,1,8,6,15,1996
20,Belarus,1,6,8,15,1996
21,Japan,3,6,5,14,1996
22,Czech Republic,4,3,4,11,1996
23,Kazakhstan,3,4,4,11,1996
24,Greece,4,4,0,8,1996
25,Sweden,2,4,2,8,1996
26,Kenya,1,4,3,8,1996
27,Switzerland,4,3,0,7,1996
28,Norway,2,2,3,7,1996
29,Denmark,4,1,1,6,1996
30,Turkey,4,1,1,6,1996
31,New Zealand,3,2,1,6,1996
32,Belgium,2,2,2,6,1996
33,Nigeria,2,1,3,6,1996
34,Jamaica,1,3,2,6,1996
35,South Africa,3,1,1,5,1996
36,North Korea,2,1,2,5,1996
37,Ireland,3,0,1,4,1996
38,Finland,1,2,1,4,1996
39,Indonesia,1,1,2,4,1996
40,Serbia and Montenegro,1,1,2,4,1996
41,Ethiopia,2,0,1,3,1996
42,Algeria,2,0,1,3,1996
43,Slovakia,1,1,1,3,1996
44,Iran,1,1,1,3,1996
45,Argentina,0,2,1,3,1996
46,Austria,0,1,2,3,1996
47,Croatia,1,1,0,2,1996
48,Armenia,1,1,0,2,1996
49,Portugal,1,0,1,2,1996
50,Thailand,1,0,1,2,1996
51,Namibia,0,2,0,2,1996
52,Slovenia,0,2,0,2,1996
53,Malaysia,0,1,1,2,1996
54,Moldova,0,1,1,2,1996
55,Uzbekistan,0,1,1,2,1996
56,Trinidad and Tobago,0,0,2,2,1996
57,Morocco,0,0,2,2,1996
58,Georgia,0,0,2,2,1996
59,Costa Rica,1,0,0,1,1996
60,Hong Kong,1,0,0,1,1996
61,Burundi,1,0,0,1,1996
62,Ecuador,1,0,0,1,1996
63,Syria,1,0,0,1,1996
64,Philippines,0,1,0,1,1996
65,Tonga,0,1,0,1,1996
66,Chinese Taipei,0,1,0,1,1996
67,Zambia,0,1,0,1,1996
68,Bahamas,0,1,0,1,1996
69,Latvia,0,1,0,1,1996
70,Azerbaijan,0,1,0,1,1996
71,India,0,0,1,1,1996
72,Uganda,0,0,1,1,1996
73,Mexico,0,0,1,1,1996
74,Mozambique,0,0,1,1,1996
75,Israel,0,0,1,1,1996
76,Mongolia,0,0,1,1,1996
77,Tunisia,0,0,1,1,1996
78,Puerto Rico,0,0,1,1,1996
79,Lithuania,0,0,1,1,1996
1,Unified Team,45,38,29,112,1992
2,United States,37,34,37,108,1992
3,Germany,33,21,28,82,1992
4,China,16,22,16,54,1992
5,Cuba,14,6,11,31,1992
6,Hungary,11,12,7,30,1992
7,South Korea,12,5,12,29,1992
8,France,8,5,16,29,1992
9,Australia,7,9,11,27,1992
10,Spain,13,7,2,22,1992
11,Japan,3,8,11,22,1992
12,Great Britain,5,3,12,20,1992
13,Italy,6,5,8,19,1992
14,Poland,3,6,10,19,1992
15,Canada,7,4,7,18,1992
16,Romania,4,6,8,18,1992
17,Bulgaria,3,7,6,16,1992
18,Netherlands,2,6,7,15,1992
19,Sweden,1,7,4,12,1992
20,New Zealand,1,4,5,10,1992
21,North Korea,4,0,5,9,1992
22,Kenya,2,4,2,8,1992
23,Czechoslovakia,4,2,1,7,1992
24,Norway,2,4,1,7,1992
25,Turkey,2,2,2,6,1992
26,Denmark,1,1,4,6,1992
27,Indonesia,2,2,1,5,1992
28,Finland,1,2,2,5,1992
29,Jamaica,0,3,1,4,1992
30,Nigeria,0,3,1,4,1992
31,Brazil,2,1,0,3,1992
32,Morocco,1,1,1,3,1992
33,Ethiopia,1,0,2,3,1992
34,Latvia,0,2,1,3,1992
35,Individual Olympic Athletes,0,1,2,3,1992
36,Iran,0,1,2,3,1992
37,Belgium,0,1,2,3,1992
38,Croatia,0,1,2,3,1992
39,Greece,2,0,0,2,1992
40,Ireland,1,1,0,2,1992
41,Estonia,1,0,1,2,1992
42,Algeria,1,0,1,2,1992
43,Lithuania,1,0,1,2,1992
44,South Africa,0,2,0,2,1992
45,Namibia,0,2,0,2,1992
46,Austria,0,2,0,2,1992
47,Israel,0,1,1,2,1992
48,Slovenia,0,0,2,2,1992
49,Mongolia,0,0,2,2,1992
50,Switzerland,1,0,0,1,1992
51,Chinese Taipei,0,1,0,1,1992
52,Mexico,0,1,0,1,1992
53,Peru,0,1,0,1,1992
54,Argentina,0,0,1,1,1992
55,Qatar,0,0,1,1,1992
56,Bahamas,0,0,1,1,1992
57,Colombia,0,0,1,1,1992
58,Suriname,0,0,1,1,1992
59,Philippines,0,0,1,1,1992
60,Puerto Rico,0,0,1,1,1992
61,Thailand,0,0,1,1,1992
62,Ghana,0,0,1,1,1992
63,Pakistan,0,0,1,1,1992
64,Malaysia,0,0,1,1,1992
1,Soviet Union,55,31,46,132,1988
2,East Germany,37,35,30,102,1988
3,United States,36,31,27,94,1988
4,West Germany,11,14,15,40,1988
5,Bulgaria,10,12,13,35,1988
6,South Korea,12,10,11,33,1988
7,China,5,11,12,28,1988
8,Romania,7,11,6,24,1988
9,Great Britain,5,10,9,24,1988
10,Hungary,11,6,6,23,1988
11,France,6,4,6,16,1988
12,Poland,2,5,9,16,1988
13,Italy,6,4,4,14,1988
14,Japan,4,3,7,14,1988
15,Australia,3,6,5,14,1988
16,New Zealand,3,2,8,13,1988
17,Yugoslavia,3,4,5,12,1988
18,Sweden,0,4,7,11,1988
19,Canada,3,2,5,10,1988
20,Kenya,5,2,2,9,1988
21,Netherlands,2,2,5,9,1988
22,Czechoslovakia,3,3,2,8,1988
23,Brazil,1,2,3,6,1988
24,Norway,2,3,0,5,1988
25,Denmark,2,1,1,4,1988
26,Spain,1,1,2,4,1988
27,Finland,1,1,2,4,1988
28,Switzerland,0,2,2,4,1988
29,Morocco,1,0,2,3,1988
30,Turkey,1,1,0,2,1988
31,Jamaica,0,2,0,2,1988
32,Argentina,0,1,1,2,1988
33,Belgium,0,0,2,2,1988
34,Mexico,0,0,2,2,1988
35,Austria,1,0,0,1,1988
36,Portugal,1,0,0,1,1988
37,Suriname,1,0,0,1,1988
38,Costa Rica,0,1,0,1,1988
39,United States Virgin Islands,0,1,0,1,1988
40,Netherlands Antilles,0,1,0,1,1988
41,Peru,0,1,0,1,1988
42,Indonesia,0,1,0,1,1988
43,Senegal,0,1,0,1,1988
44,Chile,0,1,0,1,1988
45,Iran,0,1,0,1,1988
46,Philippines,0,0,1,1,1988
47,Colombia,0,0,1,1,1988
48,Thailand,0,0,1,1,1988
49,Mongolia,0,0,1,1,1988
50,Pakistan,0,0,1,1,1988
51,Djibouti,0,0,1,1,1988
52,Greece,0,0,1,1,1988
1,United States,83,61,30,174,1984
2,West Germany,17,19,23,59,1984
3,Romania,20,16,17,53,1984
4,Canada,10,18,16,44,1984
5,Great Britain,5,11,21,37,1984
6,China,15,8,9,32,1984
7,Italy,14,6,12,32,1984
8,Japan,10,8,14,32,1984
9,France,5,7,16,28,1984
10,Australia,4,8,12,24,1984
11,South Korea,6,6,7,19,1984
12,Sweden,2,11,6,19,1984
13,Yugoslavia,7,4,7,18,1984
14,Netherlands,5,2,6,13,1984
15,Finland,4,2,6,12,1984
16,New Zealand,8,1,2,11,1984
17,Brazil,1,5,2,8,1984
18,Switzerland,0,4,4,8,1984
19,Mexico,2,3,1,6,1984
20,Denmark,0,3,3,6,1984
21,Spain,1,2,2,5,1984
22,Belgium,1,1,2,4,1984
23,Austria,1,1,1,3,1984
24,Kenya,1,0,2,3,1984
25,Portugal,1,0,2,3,1984
26,Norway,0,1,2,3,1984
27,Jamaica,0,1,2,3,1984
28,Venezuela,0,0,3,3,1984
29,Turkey,0,0,3,3,1984
30,Morocco,2,0,0,2,1984
31,Puerto Rico,0,1,1,2,1984
32,Nigeria,0,1,1,2,1984
33,Greece,0,1,1,2,1984
34,Algeria,0,0,2,2,1984
35,Pakistan,1,0,0,1,1984
36,Egypt,0,1,0,1,1984
37,Thailand,0,1,0,1,1984
38,Cote d'Ivoire,0,1,0,1,1984
39,Ireland,0,1,0,1,1984
40,Colombia,0,1,0,1,1984
41,Peru,0,1,0,1,1984
42,Syria,0,1,0,1,1984
43,Iceland,0,0,1,1,1984
44,Zambia,0,0,1,1,1984
45,Dominican Republic,0,0,1,1,1984
46,Cameroon,0,0,1,1,1984
47,Chinese Taipei,0,0,1,1,1984
1,Soviet Union,80,69,46,195,1980
2,East Germany,47,37,42,126,1980
3,Bulgaria,8,16,17,41,1980
4,Hungary,7,10,15,32,1980
5,Poland,3,14,15,32,1980
6,Romania,6,6,13,25,1980
7,Great Britain,5,7,9,21,1980
8,Cuba,8,7,5,20,1980
9,Italy,8,3,4,15,1980
10,France,6,5,3,14,1980
11,Czechoslovakia,2,3,9,14,1980
12,Sweden,3,3,6,12,1980
13,Yugoslavia,2,3,4,9,1980
14,Australia,2,2,5,9,1980
15,Finland,3,1,4,8,1980
16,Spain,1,3,2,6,1980
17,Denmark,2,1,2,5,1980
18,North Korea,0,3,2,5,1980
19,Brazil,2,0,2,4,1980
20,Ethiopia,2,0,2,4,1980
21,Austria,1,2,1,4,1980
22,Mongolia,0,2,2,4,1980
23,Mexico,0,1,3,4,1980
24,Greece,1,0,2,3,1980
25,Netherlands,0,1,2,3,1980
26,Jamaica,0,0,3,3,1980
27,Switzerland,2,0,0,2,1980
28,Tanzania,0,2,0,2,1980
29,Ireland,0,1,1,2,1980
30,Belgium,1,0,0,1,1980
31,India,1,0,0,1,1980
32,Zimbabwe,1,0,0,1,1980
33,Venezuela,0,1,0,1,1980
34,Uganda,0,1,0,1,1980
35,Guyana,0,0,1,1,1980
36,Lebanon,0,0,1,1,1980
1,Soviet Union,49,41,35,125,1976
2,United States,34,35,25,94,1976
3,East Germany,40,25,25,90,1976
4,West Germany,10,12,17,39,1976
5,Romania,4,9,14,27,1976
6,Poland,7,6,13,26,1976
7,Japan,9,6,10,25,1976
8,Bulgaria,6,9,7,22,1976
9,Hungary,4,5,13,22,1976
10,Cuba,6,4,3,13,1976
11,Great Britain,3,5,5,13,1976
12,Italy,2,7,4,13,1976
13,Canada,0,5,6,11,1976
14,France,2,3,4,9,1976
15,Yugoslavia,2,3,3,8,1976
16,Czechoslovakia,2,2,4,8,1976
17,Finland,4,2,0,6,1976
18,South Korea,1,1,4,6,1976
19,Belgium,0,3,3,6,1976
20,Sweden,4,1,0,5,1976
21,Netherlands,0,2,3,5,1976
22,Australia,0,1,4,5,1976
23,New Zealand,2,1,1,4,1976
24,Switzerland,1,1,2,4,1976
25,Denmark,1,0,2,3,1976
26,North Korea,1,1,0,2,1976
27,Jamaica,1,1,0,2,1976
28,Norway,1,1,0,2,1976
29,Mexico,1,0,1,2,1976
30,Portugal,0,2,0,2,1976
31,Spain,0,2,0,2,1976
32,Iran,0,1,1,2,1976
33,Brazil,0,0,2,2,1976
34,Trinidad and Tobago,1,0,0,1,1976
35,Mongolia,0,1,0,1,1976
36,Venezuela,0,1,0,1,1976
37,Thailand,0,0,1,1,1976
38,Puerto Rico,0,0,1,1,1976
39,Bermuda,0,0,1,1,1976
40,Pakistan,0,0,1,1,1976
41,Austria,0,0,1,1,1976
1,Soviet Union,50,27,22,99,1972
2,United States,33,31,30,94,1972
3,East Germany,20,23,23,66,1972
4,West Germany,13,11,16,40,1972
5,Hungary,6,13,16,35,1972
6,Japan,13,8,8,29,1972
7,Poland,7,5,9,21,1972
8,Bulgaria,6,10,5,21,1972
9,Italy,5,3,10,18,1972
10,Great Britain,4,5,9,18,1972
11,Australia,8,7,2,17,1972
12,Sweden,4,6,6,16,1972
13,Romania,3,6,7,16,1972
14,France,2,4,7,13,1972
15,Kenya,2,3,4,9,1972
16,Cuba,3,1,4,8,1972
17,Finland,3,1,4,8,1972
18,Czechoslovakia,2,4,2,8,1972
19,Netherlands,3,1,1,5,1972
20,Yugoslavia,2,1,2,5,1972
21,North Korea,1,1,3,5,1972
22,Canada,0,2,3,5,1972
23,Norway,2,1,1,4,1972
24,New Zealand,1,1,1,3,1972
25,Switzerland,0,3,0,3,1972
26,Iran,0,2,1,3,1972
27,Colombia,0,1,2,3,1972
28,Austria,0,1,2,3,1972
29,Uganda,1,1,0,2,1972
30,Belgium,0,2,0,2,1972
31,Greece,0,2,0,2,1972
32,Brazil,0,0,2,2,1972
33,Ethiopia,0,0,2,2,1972
